-1|Geography|What Danish peninsula lent its name to the largest naval battle of World War I?|Jutland
-1|Entertainment|"What did Elwood trade for a microphone in the movie "The Blues Brothers"?"|A Cadillac
-1|History|Who was assassinated by Dan White?|Harvey Milk and George Moscone
-1|Science & Nature|What is October's birthstone?|Opal
-1|Miscellaneous|How many years does a sesquicentennial celebrate?|150
-1|Arts & Literature|What prospector is cremated in poet Robert Service's most famous ballad?|Sam McGee
-1|Geography|What is the official state animal of Kansas?|The buffalo
-1|Entertainment|"Who played Captain Leo Davidson in the 2001 version of the movie "Planet of the Apes"?"|Mark Wahlberg
-1|History|Which amendment to the US Constitution deals with women's suffrage?|Nineteenth
-1|Science & Nature|What scientist was also the sixth abbot of Brno's Abbey of Saint Thomas?|Gregor Mendel
-1|Arts & Literature|What animal's head appears on the handle of Mary Poppins' umbrella?|A parrot
-1|Geography|What is the modern day equivalent of Asia Minor?|Turkey
-1|Entertainment|"What former pro athlete played Matthew McConaughey's father in the 2006 movie "Failure to Launch"?"|Terry Bradshaw
-1|History|"What Greek physician is known as "The Father of Medicine"?"|Hippocrates
-1|Science & Nature|What lemon-scented oil is derived from dried grasses and used as an insect repellent?|Citronella
-1|Miscellaneous|What secret society is the oldest men's club in the world?|Freemasons
-1|Arts & Literature|What were the last two letters added to the english alphabet?|J and U
-1|Geography|The Victoria Falls waterfall lies on the boundary of which two African countries?|Zimbabwe and Zambia
-1|Science & Nature|What is a male witch called?|A warlock
-1|Miscellaneous|What is the official state dessert of Massachusetts?|Boston Cream Pie
-1|Arts & Literature|What Beatrix Potter character has roasted grasshopper for supper after failing to catch minnows?|Mr. Jeremy Fisher
-1|Geography|The city of Machu Picchu is located in which country?|Peru
-1|Entertainment|Who is Garfield's owner?|Jon Arbuckle
-1|History|In what year's Summer Olympics did gymnast Mary Lou Retton win the all around gold medal?|1984
-1|Science & Nature|What hormone enables women to have a sense of smell superior to men?|Estrogen
-1|Miscellaneous|"What stadium was nicknamed "The House That Ruth Built"?"|Yankee Stadium
-1|Arts & Literature|Who was the Greek goddess of marriage and women as well as the queen of heaven?|Hera
-1|Geography|What is the capital of the state of Mississippi?|Jackson
-1|Entertainment|Whose music is featured in the musical movie Mamma Mia!?|ABBA
-1|History|What was Richard M. Nixon's middle name?|Milhous
-1|Science & Nature|How many liters are there in the U.S. gallon?|3.78 liters
-1|Geography|What two countries edge the Victoria Falls?|Zimbabwe and Zambia
-1|Entertainment|Which company created the Oscar-winning film Finding Nemo?|Pixar Animation Studios
-1|History|The image of Uncle Sam was first used during what war?|War of 1812
-1|Miscellaneous|What is the end opposite the nose called on a snowboard?|Tail
-1|Geography|What European nation still pledges its allegiance to a foreign monarch in its national anthem?|The Netherlands
-1|Entertainment|Who is Carrie Fisher's mother?|Debbie Reynolds
-1|History|In what year did Pierre Trudeau become the 15th Prime Minister of Canada?|1968
-1|Science & Nature|What bane is given to a triangle with all equal sides?|Equilateral
-1|Geography|Which US state is home to White Sands National Monument?|New Mexico
-1|Science & Nature|"The letter "K" can be used to denote what type of energy meaning "to move" in Greek?"|Kinetic
-1|Miscellaneous|Who played his first game for D.C. United in 2003 at the tender age of 14?|Freddy Adu
-1|Arts & Literature|"What British statesman wrote "A History of the English-Speaking People"?"|Winston Churchill
-1|Geography|What Scottish landmark borders on Fort Augustus?|Loch Ness
-1|Entertainment|"Who from the cast of "The Usual Suspects" won a Best Supporting Actor Oscar?"|Kevin Spacey
-1|History|"What military legend was nicknamed "The Swamp Fox"?"|Francis Marion
-1|Science & Nature|Which ear can most people hear better with?|The right
-1|Miscellaneous|How many players are there in a standard American football team?|Eleven
-1|Arts & Literature|Edna St. Vincent Millay is best known for writing what genre of literature?|Poetry
-1|Geography|Lake Tahoe is located in which US states?|California and Nevada
-1|Entertainment|What TV Show features the characters Fox Mulder and Dana Skully?|The X-Files
-1|Science & Nature|What does the Holmes and Rahe scale measure?|Stress caused by life events
-1|Miscellaneous|What architect was responsible for designing the Sydney Opera House?|Jørn Utzon
-1|Geography|In what body of water can one find the Dry Tortugas islands?|Gulf of Mexico
-1|Entertainment|What fictional character has a blue box that can travel through time and space?|Doctor Who
-1|History|What year was the computer mouse patented?|1970
-1|Miscellaneous|Cap'n Crunch's flagship is named for what fish?|The guppy
-1|Arts & Literature|"In what ominous numbered room is Winston Smith strapped to a chair at the end of "Nineteen Eighty-Four"?"|Room 101
-1|Geography|Which South American country takes its name from Christopher Columbus?|Colombia|Columbia
-1|Entertainment|Who is smarter than the average bear?|Yogi Bear
-1|History|How much did it cost to take the New York City subway when it began in 1904?|Five cents
-1|Science & Nature|What name is given to rain with a particularly low pH?|Acid rain
-1|Miscellaneous|It is sometimes considered a fashion faux pas to wear white after what holiday?|Labor Day
-1|Arts & Literature|What painter popularized soup cans and Brillo soap pad boxes?|Andy Warhol
-1|Geography|"What city is known as the "Capital of the Silicon Valley"?"|San Jose
-1|Entertainment|"Who does David Paymer play in the 1995 movie "Get Shorty"?"|Shorty
-1|History|What year was the state of California ceded to the US from Mexico?|1848
-1|Science & Nature|What does a herpetologist study?|Reptiles
-1|Arts & Literature|What photographer had a twenty-year relationship with late author Susan Sontag?|Annie Leibovitz
-1|Geography|How many neighbors does Lesotho have?|Only 1
-1|History|What Pulitzer Prize-winning journalist was killed during the last months of World War II?|Ernie Pyle
-1|Science & Nature|What is the most obvious physical difference between snails and slugs?|The shell
-1|Miscellaneous|What is steak tartare?|A dish made of finely chopped raw beef
-1|Geography|What is the capital of South Korea?|Seoul
-1|Entertainment|"Who played Captain Leo Davidson in the 2001 version of the movie "Planet of the Apes"?"|Mark Wahlberg
-1|History|What year was astronaut Neil Armstrong born?|1930
-1|Science & Nature|Somnoplasty is a cosmetic procedure designed to help with what?|Snoring
-1|Miscellaneous|What sport has a hooker in a scrum?|Rugby
-1|Arts & Literature|Who was William Shakespeare's wife?|Anne Hathaway
-1|Geography|Which is the most densely populated country in the world?|Monaco
-1|Entertainment|"What screen legend made her final appearance in the movie "Autumn Sonata"?"|Ingrid Bergman
-1|History|In what year was the Richter scale developed?|1935
-1|Science & Nature|What fluid is stored in the gallbladder?|Bile
-1|Miscellaneous|Which country gave birth to the beer Corona?|Mexico
-1|Arts & Literature|What did Yankee Doodle stick in his hat?|Feather
-1|Geography|What postal code has Canada Post assigned to Santa Claus's residence at the North Pole?|H0H 0H0
-1|Entertainment|How many years was Robinson Crusoe marooned on his desert island?|28
-1|History|In which year did Louis Reard invent the bikini?|1946
-1|Science & Nature|What is brass an alloy of?|Copper and zinc
-1|Miscellaneous|What is the traditional decorative sash worn around the middle of a Japanese kimono called?|Obi
-1|Arts & Literature|Who was the Greek God of Love?|Eros
-1|Geography|"What US city is known as the "Cradle of Liberty"?"|Boston
-1|Entertainment|Who played the role of TV's A. J. Soprano?|Robert Iler
-1|History|Which Italian city did Christopher Columbus claim he was born in?|Genoa
-1|Science & Nature|What describes the amount of light allowed to pass through a camera lens?|Aperture
-1|Miscellaneous|Irish coffee is made with what type of alcohol?|Whiskey
-1|Arts & Literature|What is the alternative name for a guitar pick?|Plectrum
-1|Geography|Which mountain range separates Spain from France?|Pyrenees
-1|Entertainment|"Who stars in the semi-autobiographical movie "Purple Rain"?"|Prince
-1|Science & Nature|In what organ of the human body would you find the alveoli?|The lungs
-1|Arts & Literature|What is Bruce Wayne's heroic identity?|Batman
-1|Geography|In what US state would you find Fort Benning?|Georgia
-1|History|"The "Pentagon Papers" contained secret government information about what?"|The Vietnam War
-1|Science & Nature|The duck-billed platypus is one of only three mammals in the world that can do what?|Lay eggs
-1|Miscellaneous|How many tiles are there in a standard Scrabble game?|100
-1|Arts & Literature|What Beatrix Potter character has roasted grasshopper for supper after failing to catch minnows?|Mr. Jeremy Fisher
-1|Geography|"Which US state is nicknamed the "Golden State"?"|California
-1|Science & Nature|What bird lays its eggs in other birds' nests?|Cuckoo
-1|Arts & Literature|What is the Roman name of the Greek god Ares?|Mars
-1|Geography|On what continent is the Balkan Peninsula?|Europe
-1|Entertainment|"What French detective features in the "Pink Panther" movies?"|Jacques Clouseau
-1|History|""Little Bastard" was the nickname given to the Porsche 550 Spyder that killed what acting icon in a crash?"|James Dean
-1|Science & Nature|What is another name for a flower's colorful corolla?|Petals
-1|Arts & Literature|"What major comedy star played Garp in the movie adaptation of John Irvning's "The World According to Garp"?"|Robin Williams
-1|Geography|What Atlantic island getaway are you visiting if you're staying in the capital city of Hamilton?|Bermuda
-1|Entertainment|What movie western earned Gene Hackman his second acting Oscar?|Unforgiven
-1|History|In what year's Summer Olympics did gymnast Mary Lou Retton win the all around gold medal?|1984
-1|Science & Nature|What name is given to male rhinoceroses?|Bulls
-1|Miscellaneous|What board game introduced the world to the wonders of pop-o-matic dice?|Trouble
-1|Geography|Which continent is the home of the tsetse fly?|Africa
-1|Entertainment|What position was first held by Muhammad Naguib?|President of Egypt
-1|History|Which English King signed the Magna Carta in 1215?|King John
-1|Science & Nature|What is the atomic number of the chemical element gold?|79
-1|Miscellaneous|What black and white bird is the official state bird of Minnesota?|Common Loon
-1|Arts & Literature|"Who wrote the book "Moby Dick"?"|Herman Melville
-1|Geography|What is the capital of Guyana?|Georgetown
-1|History|Which Greek island was the center of the Minoan civilization?|Crete
-1|Science & Nature|What does a monophobe fear?|Being alone
-1|Miscellaneous|What popular figure was born Agnese Gonxhe Bojaxhiu?|Mother Teresa
-1|Arts & Literature|What is Mr. Sowerberry's job in Oliver Twist?|Undertaker
-1|Geography|Which is the largest desert in Australia?|Great Victoria Desert
-1|Science & Nature|What is 1 knot of speed equivalent to?|1 Nautical Mile per Hour
-1|Miscellaneous|How many colored squares are there on a Rubik's Cube?|54
-1|Geography|"Which European country is often referred to as the "Battlefield of Europe"?"|Belgium
-1|Entertainment|Which US actor with a stage name of Edward was born in Romania as Emmanuel Goldenburg?|Edward G. Robinson
-1|Science & Nature|What bird lays the smallest egg in relation to its size?|Ostrich
-1|Miscellaneous|What country produces Angostura Bitters?|Trinidad and Tobago
-1|Geography|At what nation does Panama attach onto South America?|Colombia
-1|Entertainment|What seminal L.A. punk band was discovered by Ray Manzarek of the Doors?|X
-1|History|When did the Hindenburg airship disaster occur?|1937
-1|Science & Nature|What is the largest planet in the solar system?|Jupiter
-1|Miscellaneous|Which small guitar associated with George Formby was patented in Hawaii in 1917?|Ukulele
-1|Arts & Literature|"What original literary work was the movie "Sabotage" based on?"|The Secret Agent
-1|Geography|"How many US state capital city's names begin with the letter "S"?"|6
-1|History|Who was assassinated by Charlotte Corday?|Jean-Paul Marat
-1|Science & Nature|Which bees in a hive are there to fertilize the queen?|Drone bees
-1|Miscellaneous|"What soft drink called itself "The Un-Cola"?"|7-Up
-1|Arts & Literature|Under what pseudonym did Charles Dickens write his first books?|Boz
-1|Geography|The majority of the World's real cinnamon comes from what island nation?|Sri Lanka
-1|Entertainment|"Who was the protagonist in Disney's "The Little Mermaid"?"|Ariel
-1|History|What was the original Dutch name of New York City?|New Amsterdam
-1|Science & Nature|What is measured in Ergs?|Work
-1|Miscellaneous|What did Coco Chanel call her bestselling perfume because it was her lucky number?|No. 5
-1|Geography|What two US state names end with the letter Y?|Kentucky and New Jersey
-1|Entertainment|"What is the name of the genetically modified disease in the movie "Mission: Impossible II"?"|Chimera
-1|History|Which of Henry VIII's wives was the mother of Queen Elizabeth I?|Anne Boleyn
-1|Science & Nature|What is a tanager?|A bird
-1|Miscellaneous|What word is used to describe one and a half ounces of liquor?|Jigger
-1|Arts & Literature|What author created Wonderland?|Lewis Carroll
-1|Geography|The Yukon River flows through which US state?|Alaska
-1|Entertainment|Oswald Cobblepot is better known as who?|The Penguin
-1|History|What country did the house of Rurik and Romanov rule?|Russia
-1|Science & Nature|How many crew members died when the space shuttle Challenger exploded in 1986?|Seven
-1|Miscellaneous|"What term for a Bigfoot creature comes from the Salish Indian word meaning "wild man"?"|Sasquatch
-1|Arts & Literature|Who was the Roman demigod best known for his strength?|Hercules
-1|Geography|How many provinces are there in Canada?|10
-1|Entertainment|What music awards were founded in 1958?|The Grammy Awards
-1|History|Which US president lived in The Beeches?|Calvin Coolidge
-1|Science & Nature|What is the largest joint in the body?|The knee joint
-1|Arts & Literature|How many sizes does the Grinch's heart grow on Christmas Day?|Three
-1|Geography|The port city of Sandusky is located in which state?|Ohio
-1|Entertainment|"What two well-known Australian actresses appear in the 2001 movie "Moulin Rouge!"?"|Nicole Kidman and Kylie Minogue
-1|History|What archaeological site is known as the Lost City of the Incas?|Machu Picchu
-1|Science & Nature|Which planet in our solar system is known as the Earth's twin?|Venus
-1|Miscellaneous|"What does the legal term "Persona non grata" mean?"|An unwelcome person
-1|Arts & Literature|"What disease is Mitch Albom's professor dying of in his best-seller "Tuesday with Morrie"?"|Lou Gehrig's disease
-1|Entertainment|"What legendary actress was nicknamed "The Face"?"|Greta Garbo
-1|History|What international award did President Theodore Roosevelt win in 1906?|Nobel Peace Prize
-1|Miscellaneous|The fez originated from what country?|Morocco
-1|Arts & Literature|What painter popularized soup cans and Brillo soap pad boxes?|Andy Warhol
-1|Geography|What is the capital of the US territory of Puerto Rico?|San Juan
-1|Entertainment|For what 1993 movie did Anna Paquin win an Academy Award?|The Piano
-1|History|What sport did Gerald Ford play at the University of Michigan?|Football
-1|Science & Nature|What part of the eye is damaged by glaucoma?|The optic nerve
-1|Arts & Literature|"The John Knowles novel "A Separate Peace" is narrated by which character?"|Gene
-1|Geography|What US state's civil law is most closely based on the Napoleonic Code?|Louisiana's
-1|Entertainment|"Where does Julia Roberts go shopping in the 1990 movie "Pretty Woman"?"|Rodeo Drive
-1|History|In what year was Billy the Kid born?|1859
-1|Miscellaneous|In what year did the NBA introduce the 24 ­second shot clock?|1954
-1|Arts & Literature|"Which author won the Booker Prize 1986 for the novel "The Old Devils"?"|Kingsley Amis
-1|Entertainment|"Which "Simpsons" character is missing an arm?"|Herman
-1|History|Who was the first person to receive an artificial heart implant?|Barney Clark
-1|Science & Nature|Do identical twins have the same fingerprints?|No
-1|Miscellaneous|What was the first name of the real Chef Boyardee?|Hector
-1|Arts & Literature|Who is the main character in the Odyssey?|Odysseus
-1|Geography|"What island nation was ruled by "Papa Doc" and "Baby Doc" Duvalier?"|Haiti
-1|Entertainment|"Who played Mr. Orange in the movie "Reservoir Dogs"?"|Tim Roth
-1|History|Who did Dwight Eisenhower defeat twice in presidential elections during the 1950s?|Adlai Stevenson
-1|Miscellaneous|"What is the Hawaiian word for "hello"?"|Aloha
-1|Arts & Literature|"What Broadway musical featured the song "Salzburg"?"|Bells Are Ringing
-1|Geography|Mount Whitney is the highest peak in which mountain range?|Sierra Nevada Range
-1|History|Which British Prime Minister had the nickname dizzy?|Benjamin Disraelli
-1|Science & Nature|What was the name of the Apollo 11 lunar module?|Eagle
-1|Miscellaneous|"What year was the third iteration of the video game series "Gran Turismo" released?"|2001
-1|Arts & Literature|"Which author won the Booker Prize 1986 for the novel "The Old Devils"?"|Kingsley Amis
-1|Geography|What is the only waterfall on the entire length of the Mississippi River?|St. Anthony Falls
-1|Entertainment|"What brand of whiskey does Bill Murray advertise in the film "Lost in Translation"?"|Suntory
-1|History|How many electoral votes did Gerald Ford get in the '76 election?|240
-1|Science & Nature|"What is known as the "Droste Effect"?"|The effect of an image appearing within itself
-1|Miscellaneous|"What US state has the slogan "Native America" on its license plates?"|Oklahoma
-1|Arts & Literature|What was the name of the winged horse in Greek mythology?|Pegasus
-1|Entertainment|"Who plays the coach of the German dodgeball team in the 2004 movie "Dodgeball: A True Underdog Story"?"|David Hasselhoff
-1|History|What year did the Brooklyn Bridge open to the public?|1883
-1|Miscellaneous|What decade was the first Indianapolis 500 race held in?|1910s
-1|Arts & Literature|"What subject does Miss Sherman teach in the musical "Fame"?"|English
-1|Geography|What is the largest city in Alaska?|Anchorage
-1|Entertainment|Which popular artist was born Gordon Matthew Thomas Sumner?|Sting
-1|History|What peace activist was the emcee at Woodstock?|Wavy Gravy
-1|Science & Nature|"What psychiatrist developed the principal of "synchronicity"?"|Carl Jung
-1|Miscellaneous|What letter appears on the left end of the bottom row of a keyboard?|The letter Z
-1|Arts & Literature|How many ghosts appear to Scrooge in Dicken's A Christmas Carol?|Four
-1|Geography|What island is home to nearly all the lemurs?|Madagascar
-1|Entertainment|"What actor was the narrator in the movie "The Hitchhiker's Guide to the Galaxy"?"|Stephen Fry
-1|History|On which island was Napoleon Bonaparte born?|Corsica
-1|Science & Nature|What kind of American desert rat can survive indefinitely without drinking water?|The kangaroo rat
-1|Miscellaneous|Which Birthsign spans the months of January and February?|Aquarius
-1|Arts & Literature|Who wrote The Angel Doll: A Christmas Story in 1996?|Jerry Bledsoe
-1|Geography|In which country would you find the state of Tabasco?|Mexico
-1|Science & Nature|What is 1 knot of speed equivalent to?|1 Nautical Mile per Hour
-1|Miscellaneous|What sport was played by the Brooklyn Dodgers?|Baseball
-1|Arts & Literature|"What birthday does Bridget celebrate in the course of the book "Bridget Jones's Diary"?"|33rd
-1|Geography|In which sea is the island country of Malta?|Mediterranean
-1|Entertainment|"What were the names of Ann Romano's two daughters on "One Day at a Time"?"|Barbara and Julie
-1|History|"Who gave the "Cross of Gold" speech at the 1896 Democratic National Convention?"|William Jennings Bryan
-1|Science & Nature|What is the oldest known vegetable?|The pea
-1|Miscellaneous|"What sport's lingo uses the term "Buttonhook"?"|Football
-1|Arts & Literature|"What kind of creatures are Nag and Nagaina who plan to kill Rikki-Tikki-Tavi in "The Jungle Book"?"|Cobras
-1|History|"What did JFK call "the most hazardous and dangerous and greatest adventure on which man has ever embarked"?"|Putting a man on the moon
-1|Science & Nature|What is divided by the Cassini Division?|Saturn's rings
-1|Arts & Literature|Which artist is famous for his statue The Thinker?|Auguste Rodin
-1|Geography|To which group of islands does Corfu belong?|Ionian islands
-1|Entertainment|"What comedy hit was produced under the working title "East Great Falls High"?"|American Pie
-1|History|Who was the first man to reach the South Pole?|Roald Amundsen
-1|Science & Nature|Who was the first man to return safely from space?|Yuri Gagarin
-1|Miscellaneous|With what team did Dennis Rodman win his first NBA title?|The Detroit Pistons
-1|Arts & Literature|"Who created the "Spy vs Spy" silent comic strip?"|Antonio Prohias
-1|Geography|Which US state is home to Newberry National Volcanic Monument?|Oregon
-1|Entertainment|What 1959 Dave Brubeck Quartet piece borrows its name from its unusual time signature?|Take Five
-1|Science & Nature|"What does the acronym SETI stand for in "SETI Institute"?"|Search for Extraterrestrial Intelligence
-1|Miscellaneous|Which Quarterback led the Baltimore Ravens to victory in SuperBowl XLVII?|Joe Flacco
-1|Arts & Literature|What historical event is central to the novel A Tale of Two Cities?|The French Revolution
-1|Geography|Lesotho is landlocked by which country?|South Africa
-1|History|What US state was named for the future James II of England?|New York
-1|Science & Nature|What two metals form the alloy white gold?|Gold and silver
-1|Miscellaneous|What year was National Geographic magazine first published?|1888
-1|Arts & Literature|"Who wrote "Around the World in Eighty Days"?"|Jules Verne
-1|Geography|What language is spoken in the Pacific capital city of Yaren?|Nauruan
-1|Entertainment|"What athlete had a part in the movie "Harvard Man"?"|Ray Allen
-1|History|Who was the fourth president of the United States?|James Madison
-1|Science & Nature|What three-letter word means the smallest piece of information used by a computer?|Bit
-1|Miscellaneous|What is the Los Angeles Memorial Coliseum also known as?|The Grand Old Lady
-1|Geography|Sleeping Bear Dunes National Park is located along the shores of what lake?|Lake Michigan
-1|Entertainment|""I'm So Glad We Had This Time Together" was the closing theme song to what TV show?"|The Carol Burnett Show
-1|History|Which US President fathered children with former slave Sally Hemmings?|Thomas Jefferson
-1|Science & Nature|What is a group of feral horses called?|A band
-1|Miscellaneous|Who comes after the US vice president in the line of presidential succession?|Speaker of the House
-1|Arts & Literature|"Plato's "Apology" consists of what man's defence against a capital charge?"|Socrates'
-1|Geography|The San Andreas Fault is located in which state?|California
-1|Entertainment|What character from a pop song wears electric boots and a mohair suit?|Bennie
-1|History|What pacific atoll was the site of nuclear tests between 1946 and 1958?|The Bikini Atoll
-1|Science & Nature|What two dogs are bred to make a puggle?|Pug and beagle
-1|Miscellaneous|What country was tennis player Novak Djokovic born in?|Yugoslavia
-1|Arts & Literature|""Martin Chuzzlewit" and "The Olde Curiosity Shoppe" are novels by what author?"|Charles Dickens
-1|Geography|Which European country replaced the Markka with the Euro?|Finland
-1|Entertainment|"What athlete had a part in the movie "Harvard Man"?"|Ray Allen
-1|History|What sank the Titanic?|An iceberg
-1|Science & Nature|What color is an adult Bald Eagle's beak?|Yellow
-1|Miscellaneous|What nickname was racing driver James Hunts given?|Hunt the Shunt
-1|Arts & Literature|How many sizes does the Grinch's heart grow on Christmas Day?|Three
-1|Geography|Which Australian state was formerly known as Van Diemens land?|Tasmania
-1|Entertainment|What actor played Royal Tenenbaum?|Gene Hackman
-1|Science & Nature|What kind of bird is an eider?|A duck
-1|Arts & Literature|What is Wonder Woman's most notable alias?|Diana Prince
-1|Geography|What strait connects the Persian Gulf to the Gulf of Oman?|Strait of Hormuz
-1|Entertainment|"What actress had the word "Miss" listed before her first name in the credits of "The Waltons"?"|Michael Learned
-1|History|What dog breed was the official 1972 Summer Olympics mascot?|Dachshund
-1|Science & Nature|What is the proper term for a young whale?|A calf
-1|Miscellaneous|What were the first modern Olympic pole vaulters' poles made of?|Bamboo
-1|Arts & Literature|On what thoroughfare does the Muffin Man live?|Drury Lane
-1|Geography|The majority of the Sierra Nevada Mountains are located in which state?|California
-1|Entertainment|What show featured the five orphaned Salinger siblings?|Party of Five
-1|History|Who was the first man to reach the South Pole?|Roald Amundsen
-1|Science & Nature|What chemical substance is the opposite of a base?|Acid
-1|Miscellaneous|How old is a Jewish boy who has a bar mitzvah?|13
-1|Arts & Literature|The Newbery Medal is awarded annually for what genre of writing?|Children's literature
-1|Geography|In what US city can tourists visit the Space Needle?|Seattle
-1|Entertainment|"Who played the role of Wayne Szalinski in the movie "Honey I shrunk the Kids"?"|Rick Moranis
